Timestamp,ActivePowerConsumption,Returned energy Wh
2021-05-25 09:00,187.60,0.00
2021-05-25 09:10,269.00,0.00
2021-05-25 09:20,341.20,0.00
2021-05-25 09:30,334.90,0.00
2021-05-25 09:40,350.60,0.00
2021-05-25 09:50,419.00,0.00
2021-05-25 10:00,300.80,0.00
2021-05-25 10:10,311.70,0.00
2021-05-25 10:20,305.30,0.00
2021-05-25 10:30,218.50,0.00
2021-05-25 10:40,180.30,0.00
2021-05-25 10:50,183.80,0.00
2021-05-25 11:00,188.40,0.00
2021-05-25 11:10,290.50,0.00
2021-05-25 11:20,182.60,0.00
2021-05-25 11:30,198.40,0.00
2021-05-25 11:40,189.30,0.00
2021-05-25 11:50,191.20,0.00
2021-05-25 12:00,186.00,0.00
2021-05-25 12:10,183.10,0.00
2021-05-25 12:20,185.20,0.00
2021-05-25 12:30,180.10,0.00
2021-05-25 12:40,195.80,0.00
2021-05-25 12:50,189.50,0.00
2021-05-25 13:00,149.30,0.00
2021-05-25 13:10,120.80,0.00
2021-05-25 13:20,119.80,0.00
2021-05-25 13:30,122.30,0.00
2021-05-25 13:40,121.90,0.00
2021-05-25 13:50,114.90,0.00
2021-05-25 14:00,115.30,0.00
2021-05-25 14:10,116.00,0.00
2021-05-25 14:20,104.40,0.00
2021-05-25 14:30,101.00,0.00
2021-05-25 14:40,90.70,0.00
2021-05-25 14:50,90.60,0.00
2021-05-25 15:00,90.70,0.00
2021-05-25 15:10,93.00,0.00
2021-05-25 15:20,101.40,0.00
2021-05-25 15:30,93.00,0.00
2021-05-25 15:40,90.80,0.00
2021-05-25 15:50,90.90,0.00
2021-05-25 16:00,94.40,0.00
2021-05-25 16:10,117.80,0.00
2021-05-25 16:20,124.90,0.00
2021-05-25 16:30,115.20,0.00
2021-05-25 16:40,111.80,0.00
2021-05-25 16:50,110.70,0.00
2021-05-25 17:00,96.10,0.00
2021-05-25 17:10,101.10,0.00
2021-05-25 17:20,96.30,0.00
2021-05-25 17:30,96.40,0.00
2021-05-25 17:40,96.20,0.00
2021-05-25 17:50,96.80,0.00
2021-05-25 18:00,104.20,0.00
2021-05-25 18:10,93.60,0.00
2021-05-25 18:20,90.20,0.00
2021-05-25 18:30,90.50,0.00
2021-05-25 18:40,92.00,0.00
2021-05-25 18:50,98.70,0.00
2021-05-25 19:00,102.50,0.00
2021-05-25 19:10,96.90,0.00
2021-05-25 19:20,98.10,0.00
2021-05-25 19:30,99.30,0.00
2021-05-25 19:40,103.70,0.00
2021-05-25 19:50,107.10,0.00
2021-05-25 20:00,98.00,0.00
2021-05-25 20:10,96.10,0.00
2021-05-25 20:20,96.20,0.00
2021-05-25 20:30,96.20,0.00
2021-05-25 20:40,103.90,0.00
2021-05-25 20:50,110.30,0.00
2021-05-25 21:00,103.00,0.00
2021-05-25 21:10,101.40,0.00
2021-05-25 21:20,101.00,0.00
2021-05-25 21:30,102.40,0.00
2021-05-25 21:40,112.40,0.00
2021-05-25 21:50,104.40,0.00
2021-05-25 22:00,101.20,0.00
2021-05-25 22:10,101.80,0.00
2021-05-25 22:20,96.10,0.00
2021-05-25 22:30,103.80,0.00
2021-05-25 22:40,103.90,0.00
2021-05-25 22:50,95.60,0.00
2021-05-25 23:00,95.50,0.00
2021-05-25 23:10,95.40,0.00
2021-05-25 23:20,95.90,0.00
2021-05-25 23:30,106.20,0.00
2021-05-25 23:40,101.20,0.00
2021-05-25 23:50,96.00,0.00
2021-05-26 00:00,94.60,0.00
2021-05-26 00:10,96.40,0.00
2021-05-26 00:20,100.50,0.00
2021-05-26 00:30,106.50,0.00
2021-05-26 00:40,96.60,0.00
2021-05-26 00:50,97.20,0.00
2021-05-26 01:00,97.00,0.00
2021-05-26 01:10,96.60,0.00
2021-05-26 01:20,107.00,0.00
2021-05-26 01:30,101.10,0.00
2021-05-26 01:40,95.90,0.00
